Year,Month,Day,HeatIndex
2018,8,25,18
2018,8,26,18
2018,8,27,21
2018,8,28,22
2018,8,29,23
2018,8,30,23
2018,8,31,23
2018,9,1,25
2018,9,2,23
2018,9,3,24
2018,9,4,23
2018,9,5,22
2018,9,6,24
2018,9,7,21
2018,9,8,22
2018,9,9,21
2018,9,10,22
2018,9,11,22
2018,9,12,24
2018,9,13,24
2018,9,14,20
2018,9,15,20
2018,9,16,18
2018,9,17,22
2018,9,18,24
2018,9,19,25
2018,9,20,25
2018,9,21,22
2018,9,22,24
2018,9,23,23
2018,9,24,25
2018,9,25,23
2018,9,26,25
2018,9,27,24
2018,9,28,25
2018,9,29,23
2018,9,30,25
2018,10,1,24
2018,10,2,22
2018,10,3,23
2018,10,4,24
2018,10,5,23
2018,10,6,24
2018,10,7,24
2018,10,8,24
2018,10,9,25
2018,10,10,25
2018,10,11,24
2018,10,12,24
2018,10,13,23
2018,10,14,25
2018,10,15,23
2018,10,16,23
2018,10,17,24
2018,10,18,24
2018,10,19,24
